source_order,star_grade,monster_type,monster_family,element,awakened_name,image_url,base_image_url,monster_url,awakening_essences,skill_ups,source_url
941,2,HP,Warbear,Fire,Ursha,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Ursha_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Warbear_Fire_Icon.png,https://summonerswarskyarena.info/monster/ursha-fire-warbear-review/,15 5 10 5,13,https://summonerswarskyarena.info/monster-list/
942,3,HP,Minotauros,Water,Urtau,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Urtau-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Minotauros-Water.png,https://summonerswarskyarena.info/monster/urtau-water-minotauros-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
943,4,Attack,Asura,Wind,Usha,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0119_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0119_0_3.png,https://summonerswarskyarena.info/monster/usha-wind-asura-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
944,5,HP,Druid,Light,Valantis,https://summonerswarskyarena.info/wp-content/uploads/2018/09/valantis.png,https://summonerswarskyarena.info/wp-content/uploads/2018/09/light-druid.png,https://summonerswarskyarena.info/monster/valantis-light-druid-review/,20 10 15 5,12,https://summonerswarskyarena.info/monster-list/
945,5,HP,Magic Order Guardian,Dark,Valdemar,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0150_1_5_valdemar2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0150_0_5_valdemar.png,https://summonerswarskyarena.info/monster/valdemar-dark-magic-order-guardian-review/,20 10 15 5,10,https://summonerswarskyarena.info/monster-list/
946,5,Attack,Striker,Dark,Vancliffe,https://summonerswarskyarena.info/wp-content/uploads/2020/11/vancliffe.png,https://summonerswarskyarena.info/wp-content/uploads/2020/11/dark-striker.png,https://summonerswarskyarena.info/monster/vancliffe-dark-striker-review/,5 15 10 20,12,https://summonerswarskyarena.info/monster-list/
947,5,Support,Valkyrja,Fire,Vanessa,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Vanessa_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Valkyrja_Fire_Icon.png,https://summonerswarskyarena.info/monster/vanessa-fire-valkyrja-review/,20 10 15 5,9,https://summonerswarskyarena.info/monster-list/
948,4,Attack,Asura,Fire,Varuna,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0119_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0119_0_2.png,https://summonerswarskyarena.info/monster/varuna-fire-asura-review/,15 5 20 10,13,https://summonerswarskyarena.info/monster-list/
949,3,Defense,Griffon,Dark,Varus,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Varus_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Griffon_Dark_Icon.png,https://summonerswarskyarena.info/monster/varus-dark-griffon-review/,15 10 10 5,7,https://summonerswarskyarena.info/monster-list/
950,5,Support,Archangel,Fire,Velajuel,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Velajuel_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Archangel_Fire_Icon.png,https://summonerswarskyarena.info/monster/velajuel-fire-archangel-review/,20 10 15 5,9,https://summonerswarskyarena.info/monster-list/
951,5,Support,Specter Princess,Dark,Velaska,https://summonerswarskyarena.info/wp-content/uploads/2024/12/unit_icon_0175_0_5_Velaska2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/12/unit_icon_0175_0_5_Velaska.png,https://summonerswarskyarena.info/monster/velaska-dark-specter-princess-review/,15 5 20 10,9,https://summonerswarskyarena.info/monster-list/
952,3,Defense,Lizardman,Wind,Velfinodon,https://summonerswarskyarena.info/wp-content/uploads/2014/11/Velfinodon-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2014/11/Lizardman-Wind.png,https://summonerswarskyarena.info/monster/velfinodon-wind-lizardman/,15 10 10 5,11,https://summonerswarskyarena.info/monster-list/
953,5,Attack,Indra,Fire,Vendhan,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0118_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0118_0_2.png,https://summonerswarskyarena.info/monster/vendhan-fire-indra-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
954,5,Defense,Dragon,Water,Verad,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Verad_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Dragon_Water_Icon.png,https://summonerswarskyarena.info/monster/verad-water-dragon-review/,20 10 15 5,12,https://summonerswarskyarena.info/monster-list/
955,4,Attack,Vampire,Fire,Verdehile,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Verdehile_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Vampire_Fire_Icon.png,https://summonerswarskyarena.info/monster/verdehile-fire-vampire-review/,12 15 10 15,8,https://summonerswarskyarena.info/monster-list/
956,4,Support,Blade Dancer,Dark,Vereesa,https://summonerswarskyarena.info/wp-content/uploads/2020/11/vereesa.png,https://summonerswarskyarena.info/wp-content/uploads/2020/11/dark-blade-dancer.png,https://summonerswarskyarena.info/monster/vereesa-dark-blade-dancer-review/,15 5 20 10,12,https://summonerswarskyarena.info/monster-list/
957,5,HP,Vermilion Bird Dancer,Water,Vermilion Bird Dancer,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0179_1_1_Vermilion-Bird-DancerWa.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0179_1_1_Vermilion-Bird-DancerWa.png,https://summonerswarskyarena.info/monster/vermilion-bird-dancer-water-vermilion-bird-dancer-review/,,11,https://summonerswarskyarena.info/monster-list/
958,5,Support,Vermilion Bird Dancer,Fire,Vermilion Bird Dancer,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0179_1_1_Vermilion-Bird-DancerF.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0179_1_1_Vermilion-Bird-DancerF.png,https://summonerswarskyarena.info/monster/vermilion-bird-dancer-fire-vermilion-bird-dancer-review/,,12,https://summonerswarskyarena.info/monster-list/
959,4,Support,Vermilion Bird Dancer,Wind,Vermilion Bird Dancer,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0179_1_1_Vermilion-Bird-DancerWi.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0179_1_1_Vermilion-Bird-DancerWi.png,https://summonerswarskyarena.info/monster/vermilion-bird-dancer-wind-vermilion-bird-dancer-review/,,11,https://summonerswarskyarena.info/monster-list/
960,4,Attack,Vermilion Bird Dancer,Light,Vermilion Bird Dancer,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0179_1_1_Vermilion-Bird-DancerL.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0179_1_1_Vermilion-Bird-DancerL.png,https://summonerswarskyarena.info/monster/vermilion-bird-dancer-light-vermilion-bird-dancer-review/,,10,https://summonerswarskyarena.info/monster-list/
961,5,Support,Vermilion Bird Dancer,Dark,Vermilion Bird Dancer,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0179_1_1_Vermilion-Bird-DancerD.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0179_1_1_Vermilion-Bird-DancerD.png,https://summonerswarskyarena.info/monster/vermilion-bird-dancer-dark-vermilion-bird-dancer-review/,,12,https://summonerswarskyarena.info/monster-list/
962,5,Support,Ifrit,Dark,Veromos,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Veromos-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Ifrit-Dark.png,https://summonerswarskyarena.info/monster/veromos-dark-ifrit/,20 10 15 5,11,https://summonerswarskyarena.info/monster-list/
963,5,Attack,Battle Angel,Light,Veronica,https://summonerswarskyarena.info/wp-content/uploads/2022/07/unit_icon_0087_1_4.png,https://summonerswarskyarena.info/wp-content/uploads/2022/07/unit_icon_0087_0_4.png,https://summonerswarskyarena.info/monster/veronica-light-battle-angel-review/,5 15 10 20,12,https://summonerswarskyarena.info/monster-list/
964,3,Defense,Giant Warrior,Fire,Vidurr,https://summonerswarskyarena.info/wp-content/uploads/2018/10/Vidurr_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/10/Giant_Warror_Fire_Icon.png,https://summonerswarskyarena.info/monster/vidurr-fire-giant-warrior-review/,20 5 15 5,14,https://summonerswarskyarena.info/monster-list/
965,3,HP,Werewolf,Water,Vigor,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Vigor_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Werewolf_Water_Icon.png,https://summonerswarskyarena.info/monster/vigor-water-werewolf-review/,10 15 5 10,11,https://summonerswarskyarena.info/monster-list/
966,5,Defense,Exorcist Association Resolver,Wind,Vincent,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0166_1_3_vincent.png,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0166_1_3_vincent.png,https://summonerswarskyarena.info/monster/vincent-wind-exorcist-association-resolver-review/,,12,https://summonerswarskyarena.info/monster-list/
967,5,Support,Harp Magician,Dark,Vivachel,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Vivachel_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Harp_Magician_Dark_Icon.png,https://summonerswarskyarena.info/monster/vivachel-dark-harp-magician-review/,12 15 10 15,12,https://summonerswarskyarena.info/monster-list/
968,4,HP,Tomb Warden,Dark,Volg,https://summonerswarskyarena.info/wp-content/uploads/2024/12/unit_icon_0176_0_5_volg2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/12/unit_icon_0176_0_5_volg.png,https://summonerswarskyarena.info/monster/volg-dark-tomb-warden-review/,5 15 10 20,8,https://summonerswarskyarena.info/monster-list/
969,4,HP,Asura,Dark,Vritra,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0119_1_5.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0119_0_5.png,https://summonerswarskyarena.info/monster/vritra-dark-asura-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
970,3,Attack,Bounty Hunter,Light,Walkers,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Walkers_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Bounty_Hunter_Light_Icon.png,https://summonerswarskyarena.info/monster/walkers-light-bounty-hunter-reviews/,15 10 10 5,12,https://summonerswarskyarena.info/monster-list/
971,2,HP,Viking,Wind,Walter,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Walter_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Viking_Wind_Icon.png,https://summonerswarskyarena.info/monster/walter-wind-viking-review/,5 15 5 10,17,https://summonerswarskyarena.info/monster-list/
972,3,Attack,Bounty Hunter,Water,Wayne,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Wayne_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Bounty_Hunter_Water_Icon.png,https://summonerswarskyarena.info/monster/wayne-water-bounty-hunter-review/,15 10 10 5,11,https://summonerswarskyarena.info/monster-list/
973,5,Defense,Horus,Light,Wedjat,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Wedjat-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Horus-Light.png,https://summonerswarskyarena.info/monster/wedjat-light-horus-review/,12 15 7 15,8,https://summonerswarskyarena.info/monster-list/
974,3,Attack,Drunken Master,Dark,Wei Shin,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Wei-Shin-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Drunken-Master-Dark.png,https://summonerswarskyarena.info/monster/wei-shin-dark-drunken-master-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
975,5,Defense,Exorcist Association Resolver,Light,Werner,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0166_1_1_werner.png,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0166_1_1_werner.png,https://summonerswarskyarena.info/monster/werner-light-exorcist-association-resolver-review/,,12,https://summonerswarskyarena.info/monster-list/
976,5,Attack,White Tiger Blade Master,Water,White Tiger Blade Master,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0182_1_1_White-Tiger-Blade-MasterWa.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0182_1_1_White-Tiger-Blade-MasterWa.png,https://summonerswarskyarena.info/monster/white-tiger-blade-master-water-white-tiger-blade-master-review/,,12,https://summonerswarskyarena.info/monster-list/
977,5,Attack,White Tiger Blade Master,Fire,White Tiger Blade Master,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0182_1_1_White-Tiger-Blade-MasterF.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0182_1_1_White-Tiger-Blade-MasterF.png,https://summonerswarskyarena.info/monster/white-tiger-blade-master-fire-white-tiger-blade-master-review/,,12,https://summonerswarskyarena.info/monster-list/
978,4,Attack,White Tiger Blade Master,Wind,White Tiger Blade Master,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0182_1_1_White-Tiger-Blade-MasterWi.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0182_1_1_White-Tiger-Blade-MasterWi.png,https://summonerswarskyarena.info/monster/white-tiger-blade-master-wind-white-tiger-blade-master-review/,,13,https://summonerswarskyarena.info/monster-list/
979,5,Attack,White Tiger Blade Master,Light,White Tiger Blade Master,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0182_1_1_White-Tiger-Blade-MasterL.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0182_1_1_White-Tiger-Blade-MasterL.png,https://summonerswarskyarena.info/monster/white-tiger-blade-master-light-white-tiger-blade-master-review/,,12,https://summonerswarskyarena.info/monster-list/
980,4,Attack,White Tiger Blade Master,Dark,White Tiger Blade Master,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0182_1_1_White-Tiger-Blade-MasterD.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0182_1_1_White-Tiger-Blade-MasterD.png,https://summonerswarskyarena.info/monster/white-tiger-blade-master-dark-white-tiger-blade-master-review/,,11,https://summonerswarskyarena.info/monster-list/
981,4,Support,Jack-o’-lantern,Wind,Windy,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Windy-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Jack-o-lantern-Wind.png,https://summonerswarskyarena.info/monster/windy-wind-jack-o-lantern-review/,10 20 5 15,9,https://summonerswarskyarena.info/monster-list/
982,5,Attack,Sky Dancer,Dark,Wolyung,https://summonerswarskyarena.info/wp-content/uploads/2015/01/wolyung.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/sky-dancer-dark.png,https://summonerswarskyarena.info/monster/wolyung-dark-sky-dancer-review/,12 15 10 15,13,https://summonerswarskyarena.info/monster-list/
983,4,Defense,Taoist,Wind,Woochi,https://summonerswarskyarena.info/wp-content/uploads/2015/01/woochi.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/taoist-wind.png,https://summonerswarskyarena.info/monster/woochi-wind-taoist-review/,20 5 15 5,13,https://summonerswarskyarena.info/monster-list/
984,3,HP,Taoist,Dark,Woonhak,https://summonerswarskyarena.info/wp-content/uploads/2015/01/woonhak.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/taoist-dark.png,https://summonerswarskyarena.info/monster/woonhak-dark-taoist-review/,20 5 15 5,14,https://summonerswarskyarena.info/monster-list/
985,5,HP,Sage,Dark,Woonsa,https://summonerswarskyarena.info/wp-content/uploads/2015/01/woonsa.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/pioneer-dark.png,https://summonerswarskyarena.info/monster/woonsa-dark-pioneer-review/,20 10 15 5,10,https://summonerswarskyarena.info/monster-list/
986,5,HP,Sage,Water,Woosa,https://summonerswarskyarena.info/wp-content/uploads/2015/01/woosa.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/pioneer-water.png,https://summonerswarskyarena.info/monster/woosa-water-pioneer-review/,20 10 15 5,12,https://summonerswarskyarena.info/monster-list/
987,5,Attack,Beast Rider,Dark,Xiana,https://summonerswarskyarena.info/wp-content/uploads/2019/12/unit_icon_0054_4_0.png,https://summonerswarskyarena.info/wp-content/uploads/2019/12/unit_icon_0053_4_4.png,https://summonerswarskyarena.info/monster/xiana-dark-beast-rider-review/,5 15 10 20,13,https://summonerswarskyarena.info/monster-list/
988,3,Attack,Drunken Master,Fire,Xiao Chun,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Xiao-Chun-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Drunken-Master-Fire.png,https://summonerswarskyarena.info/monster/xiao-chun-fire-drunken-master-review/,15 10 10 5,13,https://summonerswarskyarena.info/monster-list/
989,4,Attack,Kung Fu Girl,Water,Xiao Lin,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Xiao-Lin.png,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Kung-Fu-Girl-Water.png,https://summonerswarskyarena.info/monster/xiao-lin-water-kung-fu-girl-review/,10 20 5 15,12,https://summonerswarskyarena.info/monster-list/
